name,count
they,88
his,88
heaven,86
like,83
this,82
then,82
how,80
summer,79
you,78
all,75
had,73
upon,71
little,69
have,65
are,64
would,63
will,63
our,63
could,61
life,60
an,60
one,59
than,58
never,58
what,57
were,55
too,54
there,52
she,52
know,52
him,52
death,52
away,52
nature,51
just,49
its,48
see,47
day,47
who,46
flower,46
time,45
thee,44
some,44
do,44
rose,43
yet,42
sun,42
sea,40
more,40
us,39
has,39
god,39
before,39
their,38
far,38
where,37
home,37
such,36
now,36
go,36
till,35
did,34
'tis,34
way,33
only,32
them,31
other,31
must,30
come,30
can,29
should,28
nor,28
which,27
thou,27
those,27
shall,27
night,27
cannot,27
say,26
may,26
bird,26
your,25
moon,25
hope,25
whose,24
tell,24
spring,24
face,24
still,23
out,23
house,23
flowers,23
without,22
up,22
thought,22
new,22
i'm,22
faith,22
'twas,22
unto,21
though,21
pain,21
lost,21
look,21
knew,21
itself,21
first,21
down,21
butterfly,21
tree,20
through,20
take,20
snow,20
men,20
father,20
eyes,20
until,19
thy,19
soul,19
said,19
put,19
place,19
mine,19
mind,19
man,19
here,19
feet,19
every,19
because,19
went,18
sweet,18
many,18
except,18
each,18
bee,18
beauty,18
winter,17
these,17
star,17
people,17
old,17
name,17
long,17
heard,17
full,17
fair,17
eye,17
door,17
birds,17
within,16
sky,16
road,16
much,16
last,16
heart,16
hand,16
came,16
any,16
world,15
told,15
summer's,15
seen,15
peace,15
oh,15
make,15
happy,15
die,15
bright,15
angels,15
today,14
think,14
once,14
myself,14
moment,14
memory,14
it's,14
grave,14
grace,14
going,14
between,14
wind,13
something,13
paradise,13
own,13
music,13
love,13
jesus,13
great,13
good,13
died,13
dark,13
children,13
been,13
back,13
around,13
am,13
again,13
very,12
tune,12
small,12
round,12
none,12
lest,12
hear,12
gone,12
further,12
easy,12
done,12
child,12
almost,12
air,12
year,11
waters,11
sound,11
nature's,11
might,11
leaves,11
hills,11
held,11
find,11
felt,11
enough,11
ear,11
dying,11
dead,11
behind,11
autumn,11
yellow,10
years,10
while,10
well,10
two,10
twice,10
trees,10
took,10
times,10
stars,10
softly,10
single,10
silver,10
side,10
same,10
recollect,10
perhaps,10
pass,10
noon,10
meet,10
made,10
low,10
light,10
lie,10
least,10
human,10
hill,10
girls,10
gay,10
friend,10
fly,10
even,10
eternity,10
earth,10
distant,10
better,10
best,10
bees,10
among,10
abroad,10
water,9
town,9
shut,9
set,9
seemed,9
scarlet,9
pray,9
ourselves,9
ours,9
morning,9
mean,9
lord,9
let,9
left,9
joy,9
indeed,9
hold,9
fingers,9
feel,9
fear,9
ever,9
don't,9
care,9
call,9
boy,9
both,9
beyond,9
art,9
alone,9
white,8
things,8
thing,8
sure,8
skies,8
since,8
show,8
purple,8
prove,8
prayer,8
off,8
nothing,8
neither,8
need,8
near,8
met,8
makes,8
led,8
late,8
into,8
hoped,8
himself,8
heavenly,8
half,8
gown,8
got,8
frost,8
foot,8
few,8
fashioned,8
faces,8
early,8
drop,8
dew,8
dawn,8
comes,8
cloud,8
brain,8
boys,8
bloom,8
below,8
believe,8
begun,8
bear,8
ask,8
another,8
afternoon,8
after,8
above,8
worm,7
words,7
women,7
woman,7
winds,7
why,7
whom,7
universe,7
true,7
stop,7
stood,7
stir,7
stay,7
spirit,7
son,7
sing,7
simple,7
sight,7
second,7
s,7
room,7
rest,7
rain,7
privilege,7
pretty,7
power,7
play,7
period,7
morn,7
lone,7
live,7
lips,7
lifetime,7
land,7
knows,7
known,7
june,7
i've,7
homely,7
high,7
hands,7
grew,7
gold,7
goes,7
glass,7
give,7
found,7
finished,7
everywhere,7
end,7
doesn't,7
delight,7
cease,7
buy,7
brook,7
breath,7
blue,7
blow,7
bells,7
awe,7
along,7
ah,7
yesterday,6
won't,6
wife,6
west,6
walk,6
turned,6
turn,6
trust,6
trouble,6
touch,6
thine,6
superior,6
sunrise,6
suffice,6
storm,6
squirrel,6
sometimes,6
slow,6
sir,6
silence,6
scarce,6
roses,6
remote,6
remain,6
present,6
pang,6
ourself,6
most,6
moments,6
loss,6
lit,6
lay,6
later,6
infinite,6
immortality,6
i'd,6
hat,6
guess,6
grant,6
given,6
get,6
garden,6
gain,6
furthest,6
forehead,6
fictitious,6
fell,6
fail,6
ecstasy,6
dust,6
dream,6
doubt,6
does,6
distance,6
despair,6
darkness,6
dare,6
coming,6
closed,6
close,6
cheek,6
can't,6
bring,6
beneath,6
belief,6
amber,6
acre,6
'twould,6
you'll,5
work,5
word,5
whatever,5
weary,5
victory,5
unknown,5
try,5
transport,5
tomb,5
thro',5
three,5
tho',5
there's,5
suspense,5
suppose,5
sum,5
streets,5
straight,5
stone,5
step,5
stately,5
state,5
starved,5
stand,5
spices,5
speech,5
somewhat,5
solitary,5
sod,5
smallest,5
sleep,5
sign,5
short,5
she's,5
service,5
seems,5
scene,5
saw,5
sake,5
sacrament,5
row,5
route,5
reach,5
plain,5
pit,5
perfect,5
past,5
passed,5
part,5
over,5
open,5
occasion,5
nought,5
notice,5
north,5
news,5
ne'er,5
nay,5
narrow,5
names,5
mother,5
miss,5
miracle,5
mighty,5
lives,5
lip,5
lightly,5
life's,5
lies,5
letter,5
leave,5
leads,5
laugh,5
larger,5
kept,5
keep,5
i'll,5
hell,5
height,5
grass,5
golden,5
glory,5
girl,5
future,5
forever,5
floor,5
flee,5
flag,5
firmament,5
fields,5
feels,5
fast,5
faithful,5
everlasting,5
east,5
doom,5
dog,5
different,5
dews,5
days,5
crown,5
cricket,5
countenance,5
content,5
clock,5
choose,5
celestial,5
busy,5
bride,5
breast,5
bold,5
bliss,5
belt,5
beautiful,5
april,5
apple,5
anybody,5
anguish,5
against,5
about,5
'twere,5
worn,4
wonder,4
woman's,4
woe,4
window,4
wide,4
whole,4
wheel,4
wear,4
wandering,4
wait,4
veil,4
vast,4
turns,4
truth,4
tropic,4
touched,4
tongue,4
tint,4
timid,4
thirst,4
themself,4
that's,4
tent,4
tenderer,4
teach,4
taste,4
sweetest,4
suspect,4
surprise,4
sudden,4
subtle,4
subject,4
street,4
strange,4
stooping,4
stepped,4
stem,4
stare,4
split,4
spice,4
sovereign,4
sounded,4
sort,4
sorry,4
soft,4
size,4
sire,4
silent,4
signs,4
shorter,4
seem,4
seed,4
secreted,4
